WORD,OBSERVED,UNREDUC,PREC_STRESS,PREC_GRAMM_CLASS,PREC_SEG_M,PREC_SEG_P,CL_ENV,SUBJ_COMPLEXITY,NO_SYLLS,NO_WORDS,NO_PHRSE_BOUND,PRONOUN,NP,CONTEXT,SUBJ_DUR,PREC_WORD_DUR,WORDS_BTWN_HEAD_AUX,CONVO,SPEAKER,SEX,YOB,DIALECT,EDUC,LINE,NOTES,FOLLOWING_VERB,FOLLOWING_BROAD,CODER,CORPUS,YEAR_RECORDED,DATE_CODED,WORD_BEG,WORD_END,LINE_BEG,LINE_END,COMPLETE_SUBJ,PREC_WORD,FOLL_WORD
will,2,x,u,n,n,t,n,m,5,3,1,NA,NP,NA,0.94,NA,NA,sw2868B,sw_1230,F,1961,MIXED,2, yeah our next vacation will will be scuba diving i'm sure,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,212.3665,216.247875,our next vacation,vacation,be
will,3,x,u,n,l,t,n,s,2,1,1,NA,NP,NA,0.49,NA,NA,sw2287A,sw_1022,F,1959,SOUTH MIDLAND,2, yeah people'll will sit home and assume oh that guy would never get elected next thing you know you've got him [laughter],another restart: people'll -- will,NA,NA,LM,SWB,1991,firstpass,NA,NA,151.4885,157.995125,people,people,will
will,3,x,u,q,a,a,y,s,3,NA,NA,NA,other,NA,NA,NA,NA,sw2638B,sw_1117,M,1950,NORTH MIDLAND,2, yeah so i think everybody will will benefit from the program,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,410.87575,416.236875,everybody,everybody,will
will,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2638B,sw_1117,M,1950,NORTH MIDLAND,2, yeah so i think everybody will will benefit from the program,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,410.87575,416.236875,NA,NA,NA
will,3,x,m,dem,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw2035B,sw_1107,F,1961,WESTERN,2, yeah that'll be good yeah well it's good talking to you,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,296.877625,301.093125,that,that,be
will,3,x,m,dem,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw2702B,sw_1219,M,1953,SOUTHERN,2, yeah that'll do it um but yeah we're we're in the same shape i think our next car will be a you know some big old four door [noise] uh,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,48.916375,57.885625,that,that,do
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3454B,sw_1325,M,1960,WESTERN,2, yeah that's that's a that's a tricky one i'll let you go first [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,68.513875,74.77425,i,i,let
will,2,x,m,n,n,t,n,m,2,2,1,NA,NP,NA,0.36,NA,NA,sw3608B,sw_1459,M,1947,SOUTH MIDLAND,2, yeah that's true i don't know what uh currency things are going to be done too whether each one will have to completely establish a currency based on whatever system,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,178.952,190.39325,each one,one,have
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2329A,sw_1121,M,1937,NEW ENGLAND,2, yeah uh every once in a while though uh i'll read a blip where you guys get some,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,76.451,82.131,i,i,read
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3896A,sw_1156,F,1946,SOUTHERN,2, yeah um i keep saying i'm going to um rent one and maybe i i'll get to to get on my bike an[d]- and use it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,170.95625,180.148625,i,i,get
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3013B,sw_1022,F,1959,SOUTH MIDLAND,2, yeah usually when we entertain we do something really simple because_1 i like to visit with my company and not be scurrying around in the kitchen so a lot of times we'll barbecue like that for Memorial Day we had some friends over and we,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,58.505625,70.388625,we,we,barbecue
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3474B,sw_1388,M,1967,NORTH MIDLAND,3, yeah we've never had a problem with Sam because_1 we'll go to work in the day and leave her and she'll just sleep all day and not make a mess,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,231.935875,238.222625,we,we,go
will,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw3816B,sw_1485,M,1956,SOUTHERN,2, yeah well i believe that uh they'll eventually make it to Mars you know maybe not in our lifetime but uh you know if this world is still here [laughter] at that time i think they'll i think they'll eventually do that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,110.496875,124.41225,they,they,i
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2381A,sw_1151,M,1953,SOUTHERN,3, yeah well i'm i'm sort of a rough-and-ready camper i'll uh,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,36.525875,41.13425,i,i,uh
will,3,x,u,n,r,t,n,m,3,2,1,NA,NP,NA,0.420375,NA,NA,sw3686A,sw_1477,M,1957,NORTH MIDLAND,2, yeah well i[f]- i[f]- if they start real easy you know you just hit the key and it starts up and when it's properly tuned up that starter will last for a long time,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,71.7165,80.5255,that starter,starter,last
will,4,x,m,p,a,a,y,s,1,NA,NA,3s,pro,NA,NA,NA,NA,sw2173A,sw_1018,F,1962,SOUTH MIDLAND,3, yeah well then if the other person hears something like that they come back just as bad [laughter] and he'll say well she underestimated her weight by quite a bit [laughter] and they they just got you know they they go back and forth and it's kind of funny um,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,384.224,397.326625,he,he,say
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2712A,sw_1116,M,1955,SOUTH MIDLAND,3, yeah yeah i'll i'll go see a drama like uh when the Untouchables came out which is another Kevin Costner movie well this is going to be a rut isn't it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,149.278625,157.256375,i,i,go
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw4014A,sw_1531,M,1967,NORTHERN,2, yeah yeah or [laughter-maybe] [laughter-more] [laughter-yeah] [laughter] i'll show her,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,176.84875,184.02275,i,i,show
will,4,x,m,p,a,a,y,s,1,NA,NA,3s,pro,NA,NA,NA,NA,sw2961B,sw_1032,F,1943,SOUTHERN,2, yeah yeah she'll prob[ably]- she'll probably spend a lot more time finding the right place uh,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,341.274875,347.2705,she,she,prob[ably]-
will,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2822A,sw_1147,M,1942,SOUTH MIDLAND,3, yeah yeah so it's been been nice talking to you and uh guess uh m[aybe]- maybe they'll ring us up again sometime ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,536.009,543.923625,they,they,ring
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2588B,sw_1219,M,1953,SOUTHERN,2, yeah yeah that's the same well we'll go to a place and of course being in Texas we'll go to a place and the big thing is frozen marg[aritas]- margaritas and uh so we'll have some nachos and drink and they they serve these margaritas in,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,388.98525,402.0775,we,we,have
will,3,x,m,dem,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw3128A,sw_1307,F,1953,WESTERN,3, yeah yeah well that's that's my my love of if i'm not going to have a full meal is to make sure i get a good salad in there and a good you know thing of fruit and that that'll satisfy most anybody so,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,247.509,260.38375,that,that,satisfy
will,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2937A,sw_1121,M,1937,NEW ENGLAND,2, right some of the some of the charities now w[KW: ill] will do that if you chose choose not to have you[r]- your name,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,couldn't find,couldn't find,NA,NA,NA
will,3,x,m,dem,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw3526A,sw_1378,M,1940,NORTHERN,2, yep that'll that'll slow you up [laughter] well i- i do uh uh programming for CNC turret presses and,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,108.22,120.303375,that,that,slow
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2696A,sw_1248,F,1936,WESTERN,2, yes [laughter-sure] [laughter-it] [laughter-was] [laughter-fantastic] i think gosh i just got b[ack]- got in from running and i thought well i'll place this call real quick,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,51.486375,57.2085,i,i,place
will,2,x,m,p,t,t,n,s,1,NA,NA,it,pro,NA,NA,NA,NA,sw2815B,sw_1249,F,1954,WESTERN,2, yes but it will be more profitable in the long run from what i understand because,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,194.466,201.85975,it,it,be
will,1,x,u,n,n,p,n,m,3,2,1,NA,NP,NA,0.52,NA,NA,sw2261A,sw_1180,F,1934,NORTH MIDLAND,2, yes i think eventually the system will change i still think we have the best system,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,464.981125,470.850125,the system,system,change
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3311B,sw_1419,F,1949,NORTH MIDLAND,2, yes it's the longest well actually i lived there so i was there longer but two weeks is the longest vacation i'll have ever taken there so i'm kind of looking forward to that with [vocalized-noise],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,76.96925,86.75375,i,i,have
will,4,x,m,p,a,a,y,s,1,NA,NA,3s,pro,NA,NA,NA,NA,sw3367B,sw_1350,M,1939,NEW ENGLAND,2, yet there's a greater chance that he'll be back out on the streets in twelve years,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,210.621125,215.002,he,he,be
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3717B,sw_1386,F,1958,MIXED,3, you can't take away people that said there you go you've got one exception already and uh and uh it you know well if we didn't have this exception then we'll just add this one and it just gets it snowballs,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,262.096125,274.50025,we,we,just
will,2,x,m,dem,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw4843B,sw_1619,M,1951,NYC,3, you get more people seeing how it should work and i think what that will do is that will allow people to say well wait a minute,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,282.45675,290.171625,that,that,how
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw4364A,sw_1595,M,1962,NYC,3, you gonna say you don't wanna sell me this product then that's fine i'll just buy it somewhere else or not buy it at all,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,66.742375,73.248875,i,i,just
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw4116A,sw_1561,M,1951,WESTERN,2, you have to go an[d]- and here you go pee in the bottle an[d]- and we get somebody and we can watch you pee in the bottle and we'll see if i[f]- if if i[f]- if it what happens this time and they they just [noise] that the testing p[art]- part of it is just really bad ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,61.162625,74.755875,we,we,see
will,NA,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw3602A,sw_1349,F,1965,NEW ENGLAND,3, you know about_1 four weeks later i will [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,268.826375,271.822375,NA,NA,NA
will,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2136A,sw_1175,F,1956,WESTERN,9, you know because then that that way they'll they'll get rid of they can help the {alkies} [laughter-and] then they can help the people that's on drugs,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,173.355,180.42925,they,they,get
will,2,x,u,n,s,t,n,m,8,3,1,NA,NP,NA,1.25,NA,NA,sw2171A,sw_1024,M,1964,NORTH MIDLAND,2, you know even the larger organizations will support uh,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,266.978875,271.536875,the larger organizations,organizations,support
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw3379A,sw_1420,M,1966,NORTH MIDLAND,2, you know for long term relations with all these countries it's important and well we'll al[ways]- we'll always have the United States and you know we need to solve these international problems but um ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,229.0425,241.1615,we,we,always
will,4,x,m,p,a,a,y,s,1,NA,NA,3s,pro,NA,NA,NA,NA,sw4877B,sw_1697,F,1940,WESTERN,2, you know i goes well okay so it's not like he's gonna infect her kids but then what happened was is i said uh he just threw up and kindergarten starts at eleven thirty so she said well she'll keep him home and he'll probably just sleep anyway,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,193.586125,206.398125,he,he,probably
will,2,x,u,n,s,t,n,s,2,1,1,NA,NP,NA,0.39,NA,NA,sw2182B,sw_1027,F,1961,NORTH MIDLAND,2, you know i guess science will eventually have all the answers to everything i don't know but it seems like it it would really be,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,312.495125,321.4865,science,science,eventually
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3545A,sw_1359,M,1952,SOUTHERN,2, you know i love it [laughter-i'll] [laughter-be] [laughter-honest] [laughter-with] [laughter-you] hey i[t]-,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,295.381375,299.074,i,i,be
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw4161B,sw_1528,M,1940,WESTERN,3, you know it just we'll just watch our we just won't spend money uh big items we'll [noise] kind of talk to each other about but we have two,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,146.90375,157.61125,we,we,NA
will,1,x,m,p,a,a,y,s,1,NA,NA,3s,pro,NA,NA,NA,NA,sw3062B,sw_1281,F,1955,NEW ENGLAND,3, you know it's amazing he will be able to y[ou]- you'll say to him spell cat ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,98.427125,103.583125,he,he,NA
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3664B,sw_1417,F,1962,SOUTH MIDLAND,2, you know listen to the radio in your car it seems like or just to sit down for a short while and watch the news than it is to sit down and you know i mean i'll read periodicals and stuff too but um,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,77.042,89.2245,i,i,read
will,3,x,m,n,r,t,n,m,5,3,1,NA,NP,NA,1.03,NA,NA,sw4352A,sw_1534,M,1969,NEW ENGLAND,2, you know say a a you know five year old car um gi[ven]- with for given amount of mileage the Japanese car'll be,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,173.983625,182.408125,the Japanese car,car,be
will,3,x,m,x,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw2389B,sw_1042,F,1938,NEW ENGLAND,1, you know that's on the board of directors or that type of thing they're mostly all men there there may be a few but very incidental [laughter] and uh i i really think that it'll be a long time probably before we see that,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,38.679375,51.520625,it,it,be
will,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw2856A,sw_1237,M,1965,NORTH MIDLAND,2, you know the physician's own personal choosing if they're really hungry for a lot of money you know they'll work long hours in their private practice i mean sure every physician'll have times when they'll have to you know get out of bed at two in the morning because_1 one of their patients has,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,294.491875,307.07,they,they,work
will,2,x,u,n,l,t,n,s,2,1,1,NA,NP,NA,0.23575,NA,NA,sw2065A,sw_1140,M,1941,SOUTH MIDLAND,2, you know there are people will kind of set up their own little club,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,205.5515,209.639375,people,people,kind
will,2,x,m,dem,t,t,n,e,9,6,2,NA,NP,NA,1.53,NA,NA,sw2452A,sw_1005,F,1956,WESTERN,2, you know took such a proactive stance i[nvolvement]- involvement in the war that like so much of the buil[ding]- business and rebuilding Kuwait and things like that will go to American businesses where as before they may be dealt with Japanese firms or other people they said even though the Japanese,adjective?,NA,NA,LM,SWB,1991,firstpass,NA,NA,73.52475,87.208625,rebuilding Kuwait and things like that,that,go
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw4312B,sw_1572,M,1961,NORTHERN,2, you know we're we're much better off playing uh Beethoven's ninth that's right you know w[e'll]- we'll do we'll do the ninth and everyone will know it and and hum it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,269.858375,279.023625,we,we,do
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw4312B,sw_1572,M,1961,NORTHERN,2, you know we're we're much better off playing uh Beethoven's ninth that's right you know w[e'll]- we'll do we'll do the ninth and everyone will know it and and hum it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,269.858375,279.023625,we,we,do
will,2,x,m,n,s,t,n,e,4,4,2,NA,NP,NA,0.94,NA,NA,sw2305B,sw_1169,M,1961,NORTH MIDLAND,2, you know what's going to happen when she gets there you know all of her dreams will be dispelled [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,372.071875,380.2395,all of her dreams,dreams,be
will,3,x,m,x,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw3816A,sw_1486,M,1963,WESTERN,2, you think it'll ever happen where they'll let it'll be common or,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,74.523375,78.23325,it,it,ever
will,4,x,m,p,a,a,y,s,1,NA,NA,3p,pro,NA,NA,NA,NA,sw3816A,sw_1486,M,1963,WESTERN,2, you think it'll ever happen where they'll let it'll be common or,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,74.523375,78.23325,they,they,let
will,3,x,m,p,t,t,n,s,1,NA,NA,it,pro,NA,NA,NA,NA,sw3816A,sw_1486,M,1963,WESTERN,2, you think it'll ever happen where they'll let it'll be common or,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,74.523375,78.23325,it,it,be
will,4,x,m,p,a,a,y,s,1,NA,NA,2s,pro,NA,NA,NA,NA,sw4175A,sw_1580,F,1972,SOUTHERN,2, you'll be able to read off of it,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,244.02225,246.03,you,you,be
will,2,x,m,r,t,t,n,m,4,NA,NA,NA,other,NA,NA,NA,NA,sw4816B,sw_1676,M,1964,NORTHERN,2,[LM: things like that that] will help prevent the uh disease as well as instilling the notion that the best way not to get it is not to involve yourselves in unsafe practices in the first place [laughter],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,151.896125,161.977,that,that,help
will,4,x,m,p,a,a,y,s,1,NA,NA,1p,pro,NA,NA,NA,NA,sw2825A,sw_1121,M,1937,NEW ENGLAND,2,and we usually have that and then we'll have a salad,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,167.206625,171.48225,we,we,have
will,2,x,m,w,t,t,n,s,1,NA,NA,NA,other,NA,NA,NA,NA,sw2648A,sw_1179,F,1959,SOUTH MIDLAND,2,and what will we,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,598.059875,598.939875,what,what,we
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw2647A,sw_1074,F,1968,NYC,2,i guess i'll start um [noise] one uh big thing that the advise that i would give to a parent to give to his or her child is ,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,3.26,11.7575,i,i,start
will,4,x,m,p,a,a,y,s,1,NA,NA,1s,pro,NA,NA,NA,NA,sw3490B,sw_1441,M,1968,NORTHERN,2,oh i'll stay for a million but,NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,115.2465,117.483875,i,i,stay
is,NA,p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2939B,sw_1147,M,1942,SOUTH MIDLAND,3, but uh yeah we we've really enjoyed that uh the live oak tree that we have uh is in the front and of course the live oak is uh [LM: it's susceptible to bending by the wind i- it it leans away from],NA,NA,NA,LM,SWB,1991,firstpass,NA,NA,couldn't find,couldn't find,NA,NA,NA
is,1,x,m,n,t,k,y,s,2,2,1,NA,NP,a,0.65,NA,0,sw2939B,sw_1147,M,1942,SOUTH MIDLAND,3, but uh yeah we we've really enjoyed that uh the live oak tree that we have uh is in the front and of course the [LM: don't hear 'the'] live oak is uh [LM: it's susceptible to bending by the wind i- it it leans away from],"no following context due to restart so guessing it would have been ""susceptible""",NA,NA,LM,SWB,1991,firstpass,NA,NA,425.9835,435.12575,live oak,oak,uh
will,3,x,s,n,a,a,y,m,7,3,1,NA,NP,NA,0.88,NA,NA,sw2316B,sw_1059,M,1963,SOUTH MIDLAND,2, but at the same time it's really not it's not like going to MIT my engineering degree will be nothing like somebody coming out of MIT and that's it's really too bad,Katie coded as 4,NA,NA,KW,SWB,1991,firstpass,NA,NA,552.718875,563.192125,my engineering degree,degree,be
will,3,x,u,n,l,t,n,s,2,1,1,NA,NP,NA,0.33,NA,NA,sw2323B,sw_1167,M,1969,NORTHERN,3, you know like people will go like they like the U S goes and goes into Panama and what see i don't believe in war that's my thing i don't believe that anybody should die,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,281.595875,291.306875,people,people,go
will,3,x,m,adj,t,t,n,m,7,7,1,NA,NP,NA,0.88,NA,NA,sw2325B,sw_1064,F,1951,NORTHERN,9, oh boy well mine was two in March and the three and a half year old will be four in in July,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,17.992875,23.386875,the three and a half year old,old,be
will,NA,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2328A,sw_1180,F,1934,NORTH MIDLAND,2, uh-huh and perhaps Emily will when she's a little older,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,125.910625,130.0215,NA,NA,NA
will,3,x,m,n,t,t,n,m,2,2,1,NA,NP,NA,0.59,NA,NA,sw2330B,sw_1016,F,1945,SOUTHERN,2, [noise] i think there's an eighty percent chance this evening but it's supposed to be cleared out at least by noon tomorrow and then the rest'll be,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,78.00175,87.18575,the rest,rest,be
will,3,x,m,n,l,t,n,m,2,2,1,NA,NP,NA,0.35,NA,NA,sw2331A,sw_1108,M,1950,NORTHERN,2, now you know the ball'll go straight and i go [noise] i never broke a club or anything but you know i'd get upset about it sometimes and now i guess you know being in my forties i just kind of mellowed out a little bit i don't get upset any more so,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,438.141,451.213,the ball,ball,go
will,2,x,m,n,r,t,n,m,3,3,1,NA,NP,NA,0.51,NA,NA,sw2336A,sw_1115,M,1958,SOUTH MIDLAND,2, But even though i love the car i've got now i think my next car will probably be American again because if i can at all do it i'd like to stay American i always have up until now i just for one time decided to go outside So,adjective?,NA,NA,KW,SWB,1991,firstpass,NA,NA,78.038375,90.2565,my next car,car,probably
will,2,x,u,n,s,t,n,m,3,2,1,NA,NP,NA,0.66,NA,NA,sw2340A,sw_1104,M,1938,NYC,3, very good point but i think they nee[d]- [vocalized-noise] should do that and then the families will have said ,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,594.934875,600.1915,the families,families,have
will,2,x,u,n,s,t,n,m,5,2,1,NA,NP,NA,0.7,NA,NA,sw2352A,sw_1031,F,1940,SOUTH MIDLAND,3, and we have somebody else's but uh the problem that bothers me more uh you know i think the communities will do as good as they are supported by their local government you know,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,117.79475,130.104875,the communities,communities,do
will,2,x,m,n,t,t,n,m,2,2,1,NA,NP,NA,0.54,NA,NA,sw2354B,sw_1117,M,1950,NORTH MIDLAND,2, it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we're putting chemicals on the field well the ground will naturally filter out the,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,589.6225,600.599625,the ground,ground,naturally
will,3,x,u,n,s,t,n,m,3,2,1,NA,NP,NA,0.89,NA,NA,sw2367A,sw_1063,M,1965,NORTH MIDLAND,3, but uh i'm going to be starting working full time this summer so maybe maybe my restaurants will change,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,274.125625,280.4215,my restaurants,restaurants,change
will,NA,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2370A,sw_1138,F,1961,SOUTH MIDLAND,2, that's the thing if woman's role like we said if women's roles change drastically men's roles will too and a lot of it's for the better some of the some of the women's roles i think are almost for the worse because we're losing out on some things going back to work,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,575.54225,589.622875,NA,NA,NA
will,2,x,m,n,s,t,n,m,2,2,1,NA,NP,NA,0.435125,NA,NA,sw2372A,sw_1055,F,1965,SOUTH MIDLAND,2, i don't know if my boss will spring for it,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,273.642875,276.934625,my boss,boss,spring
will,3,x,u,n,a,a,y,m,3,2,1,NA,NP,NA,0.35,NA,NA,sw2380B,sw_1035,F,1953,NORTH MIDLAND,2, i don't feel that sure and who knows what the jury will say because sometimes you know the juries come down with a result and you go gee [laughter] ,Katie coded as 4,NA,NA,KW,SWB,1991,firstpass,NA,NA,220.441,229.14575,the jury,jury,say
will,NA,e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2381B,sw_1098,F,1957,SOUTH MIDLAND,2, that's right and they probably will soon so,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,403.0925,406.103375,NA,NA,NA
will,2,x,u,n,n,t,n,m,16,7,2,NA,NP,NA,2.75,NA,NA,sw2383B,sw_1061,M,1957,SOUTH MIDLAND,2, my my opinion i thi[nk]- i think there's a big concern uh hope[fully]- hopefully the new uh education secretary of education will do something to fix the problem but uh,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,133.47875,141.914125,the new uh education secretary of education,education,do
will,2,x,m,adv,r,t,n,e,8,6,3,NA,NP,NA,1.381625,NA,NA,sw2384A,sw_1233,F,1931,NEW ENGLAND,3, right some of the stations around here will take it,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,333.22975,336.46775,some of the stations around here,here,take
will,3,x,u,n,n,t,n,s,2,1,1,NA,NP,NA,0.29,NA,NA,sw2389A,sw_1120,F,1969,NORTH MIDLAND,2, i i don't think there's going to be many abortions but i don't know what women will do when they get into politics you know about abortion,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,543.502375,553.98425,women,women,do
will,3,x,m,n,s,t,n,m,2,2,1,NA,NP,NA,0.513625,NA,NA,sw2390B,sw_1126,F,1963,SOUTH MIDLAND,2, i think it just depends on what the what the banks will take ,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,343.236875,347.0055,the banks,banks,take
will,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sw2392B,sw_1039,M,1943,SOUTHERN,3, uh th[e]- th[e]- and now they get older our son's a senior in high school will talk to us but he you know you know you know it's mostly,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,413.7795,421.59675,NA,NA,NA
will,3,x,m,n,t,k,n,m,2,2,1,NA,NP,NA,0.23,NA,NA,sw2396A,sw_1138,F,1961,SOUTH MIDLAND,2, and see if the dog will back off you know and,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,479.221125,481.94625,the dog,dog,back
