WORD,OBSERVED,UNREDUC,PREC_STRESS,PREC_GRAMM_CLASS,PREC_SEG_M,PREC_SEG_P,CL_ENV,SUBJ_COMPLEXITY,NO_SYLLS,NO_WORDS,NO_PHRSE_BOUND,PRONOUN,NP,CONTEXT,SUBJ_DUR,PREC_WORD_DUR,WORDS_BTWN_HEAD_AUX,CONVO,SPEAKER,SEX,YOB,DIALECT,EDUC,LINE,NOTES,FOLLOWING_VERB,FOLLOWING_BROAD,CODER,CORPUS,YEAR_RECORDED,DATE_CODED,WORD_BEG,WORD_END,LINE_BEG,LINE_END,COMPLETE_SUBJ,PREC_WORD,FOLL_WORD,SUBJ_PARSE,SUBJ_DEPTH,FULL_PARSE
will,2,x,u,n,t,t,n,m,3,2,1,NA,NP,NA,0.62,NA,NA,sw3120.mrg,sw_1204,F,1951,NORTHERN,3, that's correct i have two daughters but my oldest will be will be a sophomore,NA,NA,NA,KW,SWB,1991,firstpass,NA,NA,68.150375,73.185625,my oldest,oldest,be,(NP-SBJ (PRP$ my) (JJS oldest)),3,"(S
  (CC but)
  (NP-SBJ (PRP$ my) (JJS oldest))
  (EDITED
    (RM (-DFL- \[))
    (VP (MD will) (VP-UNF (VB be)))
    (, ,)
    (IP (-DFL- \+)))
  (VP
    (MD will)
    (VP (VB be) (RS (-DFL- \])) (NP-PRD (DT a) (NN sophomore))))
  (. .)
  (-DFL- E_S))"
is,4,x,m,n,n,p,y,m,2,2,1,NA,NP,a,0.49,NA,0,sw2837.mrg,sw_1254,F,1961,SOUTH MIDLAND,2, well let me ask you when you laid those bricks i know my parents bought a house about ten years ago they're fixing to sell it again but and move again they're kind of my mom's like i am she's a renovator a lover of old things,NA,NA,NA,LM,SWB,1991,proboost,NA,NA,343.39975,356.163375,my mom,mom,like,NA,NA,"(S
  (NP-SBJ (PRP I))
  (VP
    (VBP know)
    (SBAR
      (-NONE- 0)
      (S
        (NP-SBJ (PRP$ my) (NNS parents))
        (VP
          (VBD bought)
          (NP
            (DT a)
            (NN house)
            (ADVP-TMP
              (NP (QP (RB about) (CD ten)) (NNS years))
              (RB ago)))))))
  (, ,)
  (-DFL- E_S))"
is,2,x,m,n,f,p,y,e,4,4,2,NA,NP,a,0.58,NA,3,sw3069.mrg,sw_1292,F,1942,NORTH MIDLAND,3, [vocalized-noise] um most of the stuff is on uh literary criticism and philosophy and religion and all that this one is on Johann Sebastian Bach and it's a a b[iography]- a biography,NA,NA,NA,LM,SWB,1991,proboost,NA,NA,272.56575,284.12,most of the stuff,stuff,on,(NP-SBJ (NP (JJS most)) (PP (IN of) (NP (DT the) (NN stuff)))),5,"(S
  (INTJ (UH um))
  (, ,)
  (NP-SBJ (NP (JJS most)) (PP (IN of) (NP (DT the) (NN stuff))))
  (VP
    (VBZ is)
    (PP-PRD
      (IN on)
      (, ,)
      (INTJ (UH uh))
      (, ,)
      (NP
        (NP (JJ literary) (NN criticism))
        (CC and)
        (NP (NN philosophy))
        (, ,)
        (CC and)
        (NP (NN religion))
        (CC and)
        (NP (PDT all) (DT that)))))
  (. .)
  (-DFL- E_S))"
is,2,x,u,n,t,t,y,e,19,11,2,NA,NP,n,4.0005,NA,8,sw4036.mrg,sw_1534,M,1969,NEW ENGLAND,2,[LM: one uh advantage of having] of having uh the unanimous verdict is that in a criminal case you want to make sure that you don't uh convict someone who uh really shouldn't be convicted um,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,3.33325,12.77075,one uh advantage of having of having uh the unanimous verdict,verdict,that,"(NP-SBJ
  (NP (CD one) (, ,) (INTJ (UH uh)) (, ,) (NN advantage))
  (PP
    (IN of)
    (S-NOM
      (NP-SBJ (-NONE- *))
      (VP
        (VBG having)
        (, ,)
        (INTJ (UH uh))
        (, ,)
        (NP (DT the) (JJ unanimous) (NN verdict))))))",7,"(S
  (NP-SBJ (PRP I))
  (VP
    (VBP think)
    (SBAR
      (IN that)
      (, ,)
      (INTJ (UH uh))
      (, ,)
      (S
        (NP-SBJ
          (NP (CD one) (, ,) (INTJ (UH uh)) (, ,) (NN advantage))
          (PP
            (IN of)
            (S-NOM
              (NP-SBJ (-NONE- *))
              (VP
                (VBG having)
                (, ,)
                (INTJ (UH uh))
                (, ,)
                (NP (DT the) (JJ unanimous) (NN verdict))))))
        (VP
          (VBZ is)
          (SBAR-PRD
            (IN that)
            (S
              (PP (IN in) (NP (DT a) (JJ criminal) (NN case)))
              (NP-SBJ-1 (PRP you))
              (VP
                (VBP want)
                (S
                  (NP-SBJ (-NONE- *-1))
                  (VP
                    (TO to)
                    (VP
                      (VB make)
                      (S
                        (NP-SBJ (-NONE- *))
                        (ADJP-PRD
                          (JJ sure)
                          (SBAR
                            (IN that)
                            (S
                              (NP-SBJ (PRP you))
                              (VP
                                (VBP do)
                                (RB n't)
                                (, ,)
                                (INTJ (UH uh))
                                (, ,)
                                (VP
                                  (VB convict)
                                  (NP
                                    (NP (NN someone))
                                    (SBAR
                                      (WHNP-3 (WP who))
                                      (, ,)
                                      (INTJ (UH uh))
                                      (, ,)
                                      (S
                                        (NP-SBJ-2 (-NONE- *T*-3))
                                        (ADVP (RB really))
                                        (VP
                                          (MD should)
                                          (RB n't)
                                          (VP
                                            (VB be)
                                            (VP
                                              (VBN convicted)
                                              (NP (-NONE- *-2))))))))))))))))))))))))
  (. .)
  (-DFL- E_S))"
is,1,x,u,n,n,p,y,m,6,3,1,NA,NP,a,2.041875,NA,0,sw4103.mrg,sw_1564,M,1952,NORTHERN,3, we're to the point now where our financial income is enough that we can consider putting some away for college so,adjective?,NA,NA,LM,SWB,1991,NPboost,NA,NA,109.9845,119.658,our financial income,income,enough,(NP-SBJ (PRP$ our) (JJ financial) (NN income)),3,"(S
  (CC but)
  (, ,)
  (INTJ (UH uh))
  (, ,)
  (NP-SBJ (PRP we))
  (VP
    (VBP 're)
    (PP-PRD
      (IN to)
      (NP (NP (DT the) (NN point)) (SBAR (-NONE- *ICH*-1))))
    (ADVP-TMP (RB now))
    (SBAR-1
      (WHADVP-3 (WRB where))
      (S
        (NP-SBJ (PRP$ our) (JJ financial) (NN income))
        (VP
          (VBZ is)
          (ADJP-PRD
            (RB enough)
            (SBAR
              (IN that)
              (S
                (NP-SBJ-2 (PRP we))
                (VP
                  (MD can)
                  (VP
                    (VB consider)
                    (S
                      (NP-SBJ (-NONE- *-2))
                      (VP
                        (VBG putting)
                        (NP (DT some))
                        (ADVP (RB away))
                        (PP (IN for) (NP (NN college))))))))))
          (ADVP (-NONE- *T*-3))))))
  (, ,)
  (-DFL- E_S))"
is,4,x,u,n,n,t,y,m,3,2,1,NA,NP,v,0.471,NA,0,sw4114.mrg,sw_1533,M,1965,NORTH MIDLAND,3, those third world countries what they don't realize is how quickly the ozone is depleting i guess the latest figures are up to fifty percent at the poles,didn't code the pseudo-cleft,NA,NA,LM,SWB,1991,NPboost,NA,NA,198.776375,206.773625,the ozone,ozone,depleting,(NP-SBJ (DT the) (NN ozone)),3,"(S
  (INTJ (UH Uh))
  (, ,)
  (EDITED
    (RM (-DFL- \[))
    (SBAR
      (WHNP-1 (WP what))
      (S
        (NP-SBJ (PRP they))
        (VP (VBP do) (RB n't) (VP (VB realize) (NP (-NONE- *T*-1))))))
    (, ,)
    (IP (-DFL- \+)))
  (NP-TPC (DT those) (JJ third) (NN world) (NNS countries))
  (, ,)
  (SBAR-NOM-SBJ
    (WHNP-2 (WP what))
    (S
      (NP-SBJ (PRP they))
      (VP (VBP do) (RB n't) (VP (VB realize) (NP (-NONE- *T*-2))))))
  (RS (-DFL- \]))
  (VP
    (VBZ is)
    (SBAR-PRD
      (WHADVP-3 (WRB how) (RB quickly))
      (S
        (NP-SBJ (DT the) (NN ozone))
        (VP (VBZ is) (VP (VBG depleting) (ADVP (-NONE- *T*-3)))))))
  (. .)
  (-DFL- E_S))"
is,2,x,s,n,a,a,y,m,6,3,1,NA,NP,n,0.93,NA,0,sw4138.mrg,sw_1537,M,1971,SOUTHERN,3, the general idea is to s[pend]- you know spend uh,adjective?,NA,NA,LM,SWB,1991,NPboost,NA,NA,17.401,20.8895,the general idea,idea,to,(NP-SBJ (DT the) (JJ general) (NN idea)),3,"(S
  (NP-SBJ (PRP I))
  (VP
    (VBP think)
    (SBAR
      (IN that)
      (, ,)
      (S
        (NP-SBJ (DT the) (JJ general) (NN idea))
        (VP
          (VBZ is)
          (S-PRD
            (NP-SBJ (-NONE- *))
            (VP
              (TO to)
              (EDITED
                (RM (-DFL- \[))
                (VP-UNF (VB s-))
                (, ,)
                (IP (-DFL- \+)))
              (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
              (VP
                (VB spend)
                (, ,)
                (RS (-DFL- \]))
                (INTJ (UH uh))
                (, ,)
                (PP-TMP
                  (IN during)
                  (NP
                    (NP (DT a) (NN time))
                    (PP (IN of) (NP (NN recession)))))
                (EDITED
                  (RM (-DFL- \[))
                  (SBAR-UNF (IN that))
                  (, ,)
                  (IP (-DFL- \+))
                  (RS (-DFL- \])))
                (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
                (SBAR-PRP
                  (IN for)
                  (S
                    (NP-SBJ-1 (DT the) (NN deficit) (NN spending))
                    (VP
                      (TO to)
                      (VP
                        (VB help)
                        (S
                          (NP-SBJ (-NONE- *-1))
                          (VP
                            (VB pick)
                            (PRT (RB up))
                            (NP (DT the) (NN economy)))))))))))))))
  (, ,)
  (-DFL- E_S))"
is,4,x,u,n,n,t,y,s,4,1,1,NA,NP,a,0.614875,NA,0,sw4382.mrg,sw_1569,M,1962,NORTHERN,3, yeah they've actually started doing it down along the not in Logan up here because_1 we're doing a lot better we have a lot population's a lot lighter up here,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,132.3265,140.370875,population,population,a,NA,NA,"(FRAG
  (RB not)
  (PP-LOC (IN in) (NP (NNP Logan)))
  (PP-LOC (IN up) (ADVP (RB here)))
  (SBAR-PRP
    (IN cause)
    (S
      (NP-SBJ (PRP we))
      (VP
        (VBP 're)
        (VP (VBG doing) (ADVP (NP (DT a) (NN lot)) (RB better))))))
  (. .)
  (-DFL- E_S))"
is,1,x,m,v,t,t,y,e,8,6,2,NA,NP,n,0.94625,NA,3,sw4784.mrg,sw_1594,F,1948,NEW ENGLAND,3, right well i [noise] i agr[ee]- agree with everything that you've said so far and the only thing i'd wanna add is that ,adjective?,NA,NA,LM,SWB,1991,NPboost,NA,NA,264.235375,272.482125,the only thing i'd wanna add,add,that,NA,NA,"(S
  (INTJ (UH Well))
  (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+)))
  (NP-SBJ (PRP I))
  (RS (-DFL- \]))
  (EDITED
    (RM (-DFL- \[))
    (X (XX g-))
    (, ,)
    (IP (-DFL- \+))
    (RS (-DFL- \])))
  (VP
    (VBP agree)
    (PP
      (IN with)
      (NP
        (NP (NN everything))
        (SBAR
          (WHNP-1 (WDT that))
          (S
            (NP-SBJ (PRP you))
            (VP
              (VBP 've)
              (VP
                (VBN said)
                (NP (-NONE- *T*-1))
                (ADVP-TMP (RB so) (RB far)))))))))
  (-DFL- E_S))"
is,4,x,u,n,r,t,y,m,3,2,1,NA,NP,i,0.511,NA,0,sw4785.mrg,sw_1005,F,1956,WESTERN,2, my daughter's like mommy can i help you with the laundry of course you can [laughter] absolutely [laughter-yeah],NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,168.227375,176.744,my daughter,daughter,like,(NP-SBJ (PRP$ My) (NN daughter)),3,"(S
  (NP-SBJ (PRP$ My) (NN daughter))
  (VP
    (BES 's)
    (INTJ (IN like))
    (, ,)
    (SQ-SEZ
      (NP-VOC (NNP Mommy))
      (MD can)
      (NP-SBJ (PRP I))
      (VP
        (VB help)
        (NP (PRP you))
        (PP (IN with) (NP (DT the) (NN laundry))))))
  (. ?)
  (-DFL- E_S))"
has,3,x,u,n,s,t,n,e,14,8,3,NA,NP,NA,2.87,NA,NA,sw2382.mrg,sw_1149,F,1954,NORTH MIDLAND,2, yeah [laughter] so my uh position from management to domestic goddess has been an adjustment but boy i think i'm going to go contact Texans,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,470.265125,480.628875,my uh position from management to domestic goddess,goddess,been,"(NP-SBJ
  (NP (PRP$ my) (NN position))
  (PP-DIR (TYPO (IN for)) (NP (NN management)))
  (PP-DIR (IN to) (NP (JJ domestic) (NN goddess))))",5,"(S
  (RB So)
  (NP-SBJ
    (NP (PRP$ my) (NN position))
    (PP-DIR (TYPO (IN for)) (NP (NN management)))
    (PP-DIR (IN to) (NP (JJ domestic) (NN goddess))))
  (VP (VBZ has) (VP (VBN been) (NP-PRD (DT an) (NN adjustment))))
  (-DFL- E_S))"
has,1,x,m,n,f,p,y,m,2,2,1,NA,NP,NA,0.46,NA,NA,sw2442.mrg,sw_1232,M,1958,SOUTH MIDLAND,3, my my wife has been working with them,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,313.683,316.221125,my wife,wife,been,(NP-SBJ (PRP$ my) (RS (-DFL- \])) (NN wife)),4,"(S
  (EDITED
    (RM (-DFL- \[))
    (NP-SBJ-UNF (PRP$ My))
    (, ,)
    (IP (-DFL- \+)))
  (NP-SBJ (PRP$ my) (RS (-DFL- \])) (NN wife))
  (VP
    (VBZ has)
    (VP (VBN been) (VP (VBG working) (PP (IN with) (NP (PRP them))))))
  (. .)
  (-DFL- E_S))"
has,2,x,u,n,a,a,y,m,3,2,1,NA,NP,NA,0.63,NA,NA,sw2617.mrg,sw_1005,F,1956,WESTERN,2, i remember the feeling back then you know like i feel like right now i feel like this country has been behind this war,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,361.9345,368.09175,this country,country,been,(NP-SBJ (DT this) (NN country)),3,"(S
  (EDITED
    (RM (-DFL- \[))
    (S (INTJ (UH like)) (NP-SBJ (PRP I)) (VP-UNF (VBP feel)))
    (IP (-DFL- \+)))
  (INTJ (UH like))
  (ADVP-TMP (RB right) (RB now))
  (, ,)
  (NP-SBJ (PRP I))
  (VP
    (VBP feel)
    (RS (-DFL- \]))
    (SBAR
      (IN like)
      (S
        (NP-SBJ (DT this) (NN country))
        (VP
          (VBZ has)
          (VP
            (VBN been)
            (PP-PRD (IN behind) (NP (DT this) (NN war))))))))
  (. .)
  (-DFL- E_S))"
has,2,x,u,n,a,a,y,s,4,1,1,NA,NP,NA,0.56,NA,NA,sw2628.mrg,sw_1011,F,1964,SOUTH MIDLAND,2, you know [vocalized-noise] society has decided for you how many you can really have and make it,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,52.77525,57.688,society,society,decided,(NP-SBJ (NN society)),3,"(S
  (EDITED
    (RM (-DFL- \[))
    (S-UNF (CC And) (NP-SBJ (PRP it)))
    (, ,)
    (IP (-DFL- \+)))
  (CC and)
  (NP-SBJ (PRP it))
  (RS (-DFL- \]))
  (VP
    (VBZ seems)
    (, ,)
    (SBAR-ADV
      (IN if)
      (S
        (NP-SBJ-1 (PRP you))
        (VP
          (VBP 're)
          (VP
            (VBG going)
            (S
              (NP-SBJ (-NONE- *-1))
              (VP (TO to) (VP (VB have) (NP (NNS kids)))))))))
    (, ,)
    (INTJ (UH uh))
    (, ,)
    (SBAR
      (IN that)
      (S
        (EDITED
          (RM (-DFL- \[))
          (S (NP-SBJ (PRP you)) (VP-UNF (VBP are)))
          (, ,)
          (IP (-DFL- \+)))
        (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
        (NP-SBJ (NN society))
        (VP
          (VBZ has)
          (RS (-DFL- \]))
          (VP
            (VBN decided)
            (PP (IN for) (NP (PRP you)))
            (SBAR
              (WHNP-2 (WHADJP (WRB how) (JJ many)))
              (S
                (NP-SBJ (PRP you))
                (VP
                  (MD can)
                  (ADVP (RB really))
                  (VP
                    (VP (VB have) (NP (-NONE- *T*-2)))
                    (CC and)
                    (VP (VB make) (NP (PRP it))))))))))))
  (. .)
  (-DFL- E_S))"
has,4,x,u,n,n,t,y,s,4,1,1,NA,NP,NA,0.6635,NA,NA,sw2634.mrg,sw_1122,M,1964,SOUTH MIDLAND,9, happening at least in this state and i expect to see it in other states very soon legislation's been introduced as,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,351.736125,358.485375,legislation,legislation,been,(NP (NN legislation)),3,"(S-UNF
  (SBAR-NOM-TPC
    (WHNP-1 (WP What))
    (S
      (NP-SBJ (-NONE- *T*-1))
      (VP
        (VBZ is)
        (VP
          (VBG happening)
          (PP-LOC
            (ADVP (IN at) (JJS least))
            (IN in)
            (NP (DT this) (NN state)))))))
  (-DFL- N_S)
  (PRN
    (S
      (CC and)
      (NP-SBJ-1 (PRP I))
      (VP
        (VBP expect)
        (S
          (NP-SBJ (-NONE- *-1))
          (VP
            (TO to)
            (VP
              (VB see)
              (NP (PRP it))
              (PP-LOC (IN in) (NP (JJ other) (NNS states)))
              (ADVP-TMP (RB very) (RB soon)))))))
    (, ,))
  (-DFL- E_S)
  (NP-SBJ-2 (NP (NN legislation)) (SBAR (-NONE- *ICH*-4)))
  (X
    (VP
      (VBN been)
      (VP
        (VBN introduced)
        (NP (-NONE- *-2))
        (EDITED
          (RM (-DFL- \[))
          (X (IN as))
          (IP (-DFL- \+))
          (RS (-DFL- \])))
        (SBAR-4
          (WHADVP-5 (IN that))
          (, ,)
          (S
            (SBAR-ADV
              (IN if)
              (S
                (NP-SBJ-3
                  (NP (DT a) (NN citizen))
                  (PP (IN of) (NP (DT the) (NN state))))
                (, ,)
                (S-ADV
                  (NP-SBJ (-NONE- *-3))
                  (VP (VBG being) (, ,) (NP-PRD (PRP myself))))
                (, ,)
                (VP
                  (VP
                    (VBZ has)
                    (RB not)
                    (VP (VBN committed) (NP (DT a) (NN felony))))
                  (CC and)
                  (VP
                    (VBZ has)
                    (VP
                      (VBN completed)
                      (NP
                        (DT a)
                        (JJ certified)
                        (NNS weapons)
                        (NN course)))))))
            (, ,)
            (NP-SBJ (PRP I))
            (VP
              (MD can)
              (VP
                (VB carry)
                (NP (NP (DT a) (NN weapon)) (ADJP (-NONE- *ICH*-1)))
                (PP (IN on) (NP (PRP me)))
                (PP-TMP (IN at) (NP (DT all) (NNS times)))
                (ADJP-1
                  (JJ concealed)
                  (CC or)
                  (EDITED (JJ uncon-))
                  (, ,)
                  (JJ unconcealed))
                (ADVP (-NONE- *T*-5)))))))))
  (. .)
  (-DFL- E_S))"
has,3,x,s,prep,t,t,y,m,4,3,1,NA,NP,NA,0.97,NA,NA,sw2761.mrg,sw_1244,F,1937,SOUTHERN,2, but six months ahead has seemed to be okay for them,"adjective?; real difficulty deciding whether I hear an /h/ here or not_ but listening to it over and over, I don't hear one",NA,NA,LM,SWB,1991,NPboost,NA,NA,129.554375,135.001125,six months ahead,ahead,seemed,(NP-SBJ-1 (NP (CD six) (NNS months)) (ADVP (RB ahead))),4,"(S
  (CC but)
  (NP-SBJ-1 (NP (CD six) (NNS months)) (ADVP (RB ahead)))
  (VP
    (VBZ has)
    (VP
      (VBN seemed)
      (S
        (NP-SBJ (-NONE- *-1))
        (VP
          (TO to)
          (VP
            (VB be)
            (ADJP-PRD (JJ okay))
            (PP (IN for) (NP (PRP them))))))))
  (. .)
  (-DFL- E_S))"
has,1,x,u,n,a,a,y,s,5,2,1,NA,NP,NA,0.44,NA,NA,sw2772.mrg,sw_1068,F,1959,SOUTH MIDLAND,3, yeah it seems like San Antonio has been increasing in humidity over the years because i had lived in San Antonio for about twenty years,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,411.485875,418.132875,San Antonio,Antonio,been,(NP-SBJ (NNP San) (NNP Antonio)),3,"(S
  (NP-SBJ (PRP It))
  (VP
    (VBZ seems)
    (SBAR
      (IN like)
      (S
        (NP-SBJ (NNP San) (NNP Antonio))
        (VP
          (VBZ is)
          (VP
            (VBG increasing)
            (PP (IN in) (NP (NN humidity)))
            (PP-TMP (IN over) (NP (DT the) (NNS years))))))))
  (, ,)
  (-DFL- E_S))"
has,4,x,m,n,f,p,y,m,2,2,1,NA,NP,NA,0.364875,NA,NA,sw2775.mrg,sw_1122,M,1964,SOUTH MIDLAND,9, and that stuff has been around since the beginning of time and,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,441.427625,444.559375,that stuff,stuff,been,(NP-SBJ (DT that) (NN stuff)),3,"(S
  (CC and)
  (NP-SBJ (DT that) (NN stuff))
  (VP
    (VBZ has)
    (VP
      (VBN been)
      (ADVP-LOC-PRD (RP around))
      (PP-TMP
        (IN since)
        (NP (NP (DT the) (NN beginning)) (PP (IN of) (NP (NN time)))))))
  (, ,)
  (-DFL- E_S))"
has,4,x,u,n,a,a,y,m,3,2,1,NA,NP,NA,0.44425,NA,NA,sw2828.mrg,sw_1078,M,1964,MIXED,9, our family has been directly you know they've always been involved my parents through the the PTA organization and my mother was on the school board for eight years,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,164.38225,175.65075,our family,family,been,NA,NA,"(S
  (CC And)
  (NP-SBJ (PRP$ my) (NN mother))
  (VP
    (VBD was)
    (PP-PRD (IN on) (NP (DT the) (NN school) (NN board)))
    (PP-TMP (IN for) (NP (CD eight) (NNS years))))
  (. .)
  (-DFL- E_S))"
has,4,x,u,n,n,t,y,s,4,2,1,NA,NP,NA,0.61,NA,NA,sw2913.mrg,sw_1002,F,1963,SOUTHERN,2, but i i think lately Pretty Woman's been my favorite i went and bought the video i've probably seen it about fifteen or twenty times,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,177.81075,184.820875,Pretty Woman,Woman,been,(NP-TTL-SBJ (JJ PRETTY) (NN WOMAN)),3,"(S
  (CC But)
  (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+)))
  (NP-SBJ (PRP I))
  (RS (-DFL- \]))
  (VP
    (VBP think)
    (SBAR
      (-NONE- 0)
      (S
        (ADVP-TMP (RB lately))
        (NP-TTL-SBJ (JJ PRETTY) (NN WOMAN))
        (VP
          (HVS 'S)
          (VP (VBN been) (NP-PRD (PRP$ my) (NN favorite)))))))
  (. .)
  (-DFL- E_S))"
has,2,x,u,n,l,t,y,e,6,5,2,NA,NP,NA,0.72525,NA,NA,sw3020.mrg,sw_1235,F,1957,NYC,3, and then actually after there i went to um Hawaii [noise] a lot of my travel has been sort of based around conferences or business meetings ,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,255.76575,265.95775,a lot of my travel,travel,been,"(NP-SBJ-1
  (NP (DT a) (NN lot))
  (PP (IN of) (NP (PRP$ my) (NN travel))))",5,"(S
  (NP-SBJ-1
    (NP (DT a) (NN lot))
    (PP (IN of) (NP (PRP$ my) (NN travel))))
  (VP
    (VBZ has)
    (VP
      (VBN been)
      (ADVP (RB sort) (RB of))
      (VP
        (VBN based)
        (NP (-NONE- *-1))
        (PP
          (IN around)
          (NP
            (NP (NNS conferences))
            (CC or)
            (NP (NN business) (NNS meetings)))))))
  (-DFL- E_S))"
has,3,x,u,n,s,t,n,e,10,5,2,NA,NP,NA,2.57725,NA,NA,sw3020.mrg,sw_1235,F,1957,NYC,3,[LM: another of my] favorite vacations has been taking little diving trips,adjective?,NA,NA,LM,SWB,1991,NPboost,NA,NA,282.086625,285.211375,another of my favorite vacations,vacations,been,"(NP-PRD
  (NP (DT another))
  (PP (IN of) (NP (PRP$ my) (JJ favorite) (NNS vacations))))",5,"(S
  (CONJP (CC and) (RB so))
  (, ,)
  (S-SBJ
    (EDITED
      (RM (-DFL- \[))
      (S (NP-SBJ (DT that)) (VP-UNF (HVS 's)))
      (, ,)
      (IP (-DFL- \+)))
    (NP-SBJ (DT that))
    (VP
      (HVS 's)
      (RS (-DFL- \]))
      (ADVP (RB actually))
      (VP
        (VBN been)
        (NP-PRD
          (NP (DT another))
          (PP (IN of) (NP (PRP$ my) (JJ favorite) (NNS vacations)))))))
  (VP
    (VBZ has)
    (VP
      (VBN been)
      (S-PRD
        (NP-SBJ (-NONE- *))
        (VP (VBG taking) (NP (JJ little) (NN diving) (NNS trips))))))
  (-DFL- E_S))"
has,3,x,m,q,n,t,y,m,2,2,1,NA,NP,NA,0.33375,NA,NA,sw3082.mrg,sw_1279,M,1935,SOUTH MIDLAND,2, but uh this one has been uh,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,30.2485,34.072625,this one,one,been,(NP-SBJ (DT this) (CD one)),3,"(S
  (CC But)
  (, ,)
  (INTJ (UH uh))
  (, ,)
  (NP-SBJ (DT this) (CD one))
  (VP (VBZ has) (VP (VBN been) (ADJP-PRD (RB well) (JJ organized))))
  (-DFL- E_S))"
has,2,x,m,n,r,t,y,m,6,4,1,NA,NP,NA,1.479125,NA,NA,sw3085.mrg,sw_1264,F,1943,SOUTH MIDLAND,2, and at that point i said look they have been given the custodial care that they need and the after hours care has been as,adjective?,NA,NA,LM,SWB,1991,NPboost,NA,NA,253.659875,262.12725,the after hours care,care,been,NA,NA,"(S
  (CC And)
  (PP (IN at) (NP (DT that) (NN point)))
  (NP-SBJ (PRP I))
  (VP
    (VBD said)
    (, ,)
    (S-SEZ
      (INTJ (VB Look))
      (NP-SBJ-1 (PRP they))
      (VP
        (VBP have)
        (VP
          (VBN been)
          (VP
            (VBN given)
            (NP (-NONE- *-1))
            (NP
              (NP (DT the) (JJ custodial) (NN care))
              (SBAR
                (WHNP-2 (WDT that))
                (S
                  (NP-SBJ (PRP they))
                  (VP (VBP need) (NP (-NONE- *T*-2)))))))))))
  (, ,)
  (-DFL- E_S))"
has,2,x,u,n,a,a,y,s,4,1,1,NA,NP,NA,0.74,NA,NA,sw3097.mrg,sw_1281,F,1955,NEW ENGLAND,3, society has changed everything has changed yeah yeah,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,23.767125,28.219375,society,society,changed,(NP-SBJ (NN Society)),3,"(S
  (NP-SBJ (NN Society))
  (VP (VBZ has) (VP (VBN changed)))
  (. .)
  (-DFL- E_S))"
has,2,x,u,n,a,a,y,m,3,2,1,NA,NP,NA,0.68425,NA,NA,sw3097.mrg,sw_1281,F,1955,NEW ENGLAND,3, the family has changed we you know we find ourselves doing things that we never did as kids,NA,NA,NA,LM,SWB,1991,NPboost,NA,NA,275.677875,282.5885,the family,family,changed,NA,NA,"(S
  (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP we)) (, ,) (IP (-DFL- \+)))
  (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,))
  (NP-SBJ (PRP we))
  (RS (-DFL- \]))
  (VP
    (VBP find)
    (S
      (NP-SBJ (PRP ourselves))
      (VP
        (VBG doing)
        (NP
          (NP (NNS things))
          (SBAR
            (WHNP-1 (WDT that))
            (, ,)
            (S
              (NP-SBJ (PRP we))
              (ADVP-TMP (RB never))
              (VP
                (VBD did)
                (NP (-NONE- *T*-1))
                (PP (IN as) (NP (NNS kids))))))))))
  (. .)
  (-DFL- E_S))"
